2020-06-24 03:17:12,686| tid:nU_PQRtOZA4UKY_IwrpoXrIOcD4| AUTHN_ATTEMPT| | 172.19.0.1 | | salesforce| SAML20| ff50c5f2b226| IdP| inprogress| Salesforce| | 301 
2020-06-24 03:18:23,619| tid:DN1wmDjvxbewzTCmYAXNybLoH7U| AUTHN_ATTEMPT| | 172.19.0.1 | | salesforce| SAML20| ff50c5f2b226| IdP| inprogress| Salesforce| | 23 
2020-06-24 03:18:48,011| tid:DN1wmDjvxbewzTCmYAXNybLoH7U| AUTHN_ATTEMPT| pingchannel@demo.com| 172.19.0.1 | | salesforce| SAML20| ff50c5f2b226| IdP| success| Salesforce| | 51 
2020-06-24 03:18:48,054| tid:DN1wmDjvxbewzTCmYAXNybLoH7U| SSO| pingchannel@demo.com| 172.19.0.1 | | salesforce| SAML20| ff50c5f2b226| IdP| success| Salesforce| | 95 
2020-06-24 03:21:35,785| tid:DN1wmDjvxbewzTCmYAXNybLoH7U| AUTHN_ATTEMPT| | 172.19.0.1 | | salesforce| SAML20| ff50c5f2b226| IdP| inprogress| Salesforce| | 19 
2020-06-24 03:21:44,214| tid:DN1wmDjvxbewzTCmYAXNybLoH7U| AUTHN_ATTEMPT| pingchannel@demo.com| 172.19.0.1 | | salesforce| SAML20| ff50c5f2b226| IdP| success| Salesforce| | 10 
2020-06-24 03:21:44,216| tid:DN1wmDjvxbewzTCmYAXNybLoH7U| SSO| | 172.19.0.1 | | salesforce| SAML20| ff50c5f2b226| IdP| failure| Salesforce| No value found for SAML_SUBJECT when building the assertion from name/value pairs: {SAML_AUTHN_CTX=urn:oasis:names:tc:SAML:2.0:ac:classes:unspecified, SAML_NAME_FORMAT=urn:oasis:names:tc:SAML:1.1:nameid-format:emailAddress}| 12 
2020-06-24 03:23:05,672| tid:DN1wmDjvxbewzTCmYAXNybLoH7U| AUTHN_ATTEMPT| | 172.19.0.1 | | salesforce| SAML20| ff50c5f2b226| IdP| inprogress| Salesforce| | 9 
2020-06-24 03:23:12,616| tid:DN1wmDjvxbewzTCmYAXNybLoH7U| AUTHN_ATTEMPT| pingchannel@demo.com| 172.19.0.1 | | salesforce| SAML20| ff50c5f2b226| IdP| success| Salesforce| | 10 
2020-06-24 03:23:12,620| tid:DN1wmDjvxbewzTCmYAXNybLoH7U| SSO| pingchannel@demo.com| 172.19.0.1 | | salesforce| SAML20| ff50c5f2b226| IdP| success| Salesforce| | 14 
2020-06-24 03:25:04,427| tid:DN1wmDjvxbewzTCmYAXNybLoH7U| AUTHN_ATTEMPT| | 172.19.0.1 | | salesforce| SAML20| ff50c5f2b226| IdP| inprogress| Salesforce| | 15 
2020-06-24 03:25:11,476| tid:DN1wmDjvxbewzTCmYAXNybLoH7U| AUTHN_ATTEMPT| pingchannel@demo.com| 172.19.0.1 | | salesforce| SAML20| ff50c5f2b226| IdP| success| Salesforce| | 9 
2020-06-24 03:25:11,477| tid:DN1wmDjvxbewzTCmYAXNybLoH7U| SSO| | 172.19.0.1 | | salesforce| SAML20| ff50c5f2b226| IdP| failure| Salesforce| No value found for SAML_SUBJECT when building the assertion from name/value pairs: {SAML_AUTHN_CTX=urn:oasis:names:tc:SAML:2.0:ac:classes:unspecified, SAML_NAME_FORMAT=urn:oasis:names:tc:SAML:1.1:nameid-format:unspecified}| 10 
2020-06-24 03:28:43,474| tid:DN1wmDjvxbewzTCmYAXNybLoH7U| AUTHN_ATTEMPT| | 172.19.0.1 | | salesforce| SAML20| ff50c5f2b226| IdP| inprogress| Salesforce| | 24 
2020-06-24 03:28:50,548| tid:DN1wmDjvxbewzTCmYAXNybLoH7U| AUTHN_ATTEMPT| pingchannel@demo.com| 172.19.0.1 | | salesforce| SAML20| ff50c5f2b226| IdP| success| Salesforce| | 8 
2020-06-24 03:28:50,550| tid:DN1wmDjvxbewzTCmYAXNybLoH7U| SSO| | 172.19.0.1 | | salesforce| SAML20| ff50c5f2b226| IdP| failure| Salesforce| No value found for SAML_SUBJECT when building the assertion from name/value pairs: {SAML_AUTHN_CTX=urn:oasis:names:tc:SAML:2.0:ac:classes:unspecified, SAML_NAME_FORMAT=urn:oasis:names:tc:SAML:1.1:nameid-format:emailAddress}| 10 
2020-06-24 03:29:15,469| tid:jUQqJGQeTO2YFWbnnqDI_Vr_qsM| AUTHN_ATTEMPT| | 172.19.0.1 | | salesforce| SAML20| ff50c5f2b226| IdP| inprogress| Salesforce| | 11 
2020-06-24 03:29:21,535| tid:jUQqJGQeTO2YFWbnnqDI_Vr_qsM| AUTHN_ATTEMPT| pingchannel@demo.com| 172.19.0.1 | | salesforce| SAML20| ff50c5f2b226| IdP| success| Salesforce| | 6 
2020-06-24 03:29:21,536| tid:jUQqJGQeTO2YFWbnnqDI_Vr_qsM| SSO| | 172.19.0.1 | | salesforce| SAML20| ff50c5f2b226| IdP| failure| Salesforce| No value found for SAML_SUBJECT when building the assertion from name/value pairs: {SAML_AUTHN_CTX=urn:oasis:names:tc:SAML:2.0:ac:classes:unspecified, SAML_NAME_FORMAT=urn:oasis:names:tc:SAML:1.1:nameid-format:emailAddress}| 8 
2020-06-24 03:30:01,296| tid:jUQqJGQeTO2YFWbnnqDI_Vr_qsM| AUTHN_ATTEMPT| | 172.19.0.1 | | salesforce| SAML20| ff50c5f2b226| IdP| inprogress| Salesforce| | 8 
2020-06-24 03:30:10,504| tid:jUQqJGQeTO2YFWbnnqDI_Vr_qsM| AUTHN_ATTEMPT| pingchannel@demo.com| 172.19.0.1 | | salesforce| SAML20| ff50c5f2b226| IdP| success| Salesforce| | 7 
2020-06-24 03:30:10,505| tid:jUQqJGQeTO2YFWbnnqDI_Vr_qsM| SSO| | 172.19.0.1 | | salesforce| SAML20| ff50c5f2b226| IdP| failure| Salesforce| No value found for SAML_SUBJECT when building the assertion from name/value pairs: {SAML_AUTHN_CTX=urn:oasis:names:tc:SAML:2.0:ac:classes:unspecified, SAML_NAME_FORMAT=urn:oasis:names:tc:SAML:1.1:nameid-format:emailAddress}| 8 
2020-06-24 03:30:51,238| tid:jUQqJGQeTO2YFWbnnqDI_Vr_qsM| AUTHN_ATTEMPT| | 172.19.0.1 | | salesforce| SAML20| ff50c5f2b226| IdP| inprogress| Salesforce| | 11 
2020-06-24 03:30:58,414| tid:jUQqJGQeTO2YFWbnnqDI_Vr_qsM| AUTHN_ATTEMPT| pingchannel@demo.com| 172.19.0.1 | | salesforce| SAML20| ff50c5f2b226| IdP| success| Salesforce| | 6 
2020-06-24 03:30:58,417| tid:jUQqJGQeTO2YFWbnnqDI_Vr_qsM| SSO| pingchannel@demo.com| 172.19.0.1 | | salesforce| SAML20| ff50c5f2b226| IdP| success| Salesforce| | 9 
2020-06-24 03:33:05,797| tid:jUQqJGQeTO2YFWbnnqDI_Vr_qsM| AUTHN_ATTEMPT| | 172.19.0.1 | | salesforce| SAML20| ff50c5f2b226| IdP| inprogress| Salesforce| | 14 
2020-06-24 03:33:13,712| tid:jUQqJGQeTO2YFWbnnqDI_Vr_qsM| AUTHN_ATTEMPT| pingchannel@demo.com| 172.19.0.1 | | salesforce| SAML20| ff50c5f2b226| IdP| success| Salesforce| | 6 
2020-06-24 03:33:13,720| tid:jUQqJGQeTO2YFWbnnqDI_Vr_qsM| SSO| pingchannel@demo.com| 172.19.0.1 | | salesforce| SAML20| ff50c5f2b226| IdP| success| Salesforce| | 14 
2020-06-24 03:34:21,301| tid:jUQqJGQeTO2YFWbnnqDI_Vr_qsM| AUTHN_ATTEMPT| | 172.19.0.1 | | salesforce| SAML20| ff50c5f2b226| IdP| inprogress| Salesforce| | 9 
2020-06-24 03:34:28,026| tid:jUQqJGQeTO2YFWbnnqDI_Vr_qsM| AUTHN_ATTEMPT| pingchannel@demo.com| 172.19.0.1 | | salesforce| SAML20| ff50c5f2b226| IdP| success| Salesforce| | 6 
